row_num,final_label,confidence,rationale
6124,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6125,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6126,AD,高,"贷款产品推广广告"
6127,HARASS,高,"包含催收/威胁关键词"
6128,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6129,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6130,AD,中,"运营商营销推广"
6131,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6132,AD,中,"运营商营销推广"
6133,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6134,TRANSACTION,高,"保险/金融服务通知"
6135,TRANSACTION,高,"快递/物流服务通知"
6136,NEEDS_REVIEW,高,"政府/公益信息"
6137,AD,高,"贷款产品推广广告"
6138,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6139,AD,中,"运营商营销推广"
6140,NEEDS_REVIEW,高,"天气预报服务信息"
6141,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6142,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6143,NEEDS_REVIEW,中,"工作/业务通知，需人工判断"
6144,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6145,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6146,AD,中,"医疗推广信息"
6147,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6148,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6149,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6150,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6151,AD,中,"教育培训推广"
6152,TRANSACTION,高,"保险/金融服务通知"
6153,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6154,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6155,NEEDS_REVIEW,高,"天气预报服务信息"
6156,NEEDS_REVIEW,高,"天气预报服务信息"
6157,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6158,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6159,AD,中,"运营商营销推广"
6160,TRANSACTION,高,"快递/物流服务通知"
6161,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6162,NEEDS_REVIEW,高,"天气预报服务信息"
6163,HARASS,高,"包含催收/威胁关键词"
6164,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6165,TRANSACTION,高,"快递/物流服务通知"
6166,NEEDS_REVIEW,高,"天气预报服务信息"
6167,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6168,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6169,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6170,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6171,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6172,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6173,NEEDS_REVIEW,中,"工作/业务通知，需人工判断"
6174,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6175,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6176,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6177,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6178,TRANSACTION,高,"快递/物流服务通知"
6179,TRANSACTION,高,"快递/物流服务通知"
6180,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6181,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6182,NEEDS_REVIEW,高,"政府/公益信息"
6183,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6184,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6185,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6186,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6187,TRANSACTION,高,"快递/物流服务通知"
6188,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6189,TRANSACTION,高,"快递/物流服务通知"
6190,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6191,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6192,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6193,NEEDS_REVIEW,高,"政府/公益信息"
6194,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6195,AD,高,"包含多个广告特征"
6196,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6197,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6198,HARASS,高,"包含催收/威胁关键词"
6199,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6200,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6201,NEEDS_REVIEW,高,"天气预报服务信息"
6202,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6203,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6204,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6205,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6206,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6207,AD,中,"医疗推广信息"
6208,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6209,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6210,TRANSACTION,高,"快递/物流服务通知"
6211,HARASS,高,"匹配催收模式"
6212,NEEDS_REVIEW,高,"天气预报服务信息"
6213,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6214,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6215,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6216,NEEDS_REVIEW,高,"天气预报服务信息"
6217,TRANSACTION,高,"快递/物流服务通知"
6218,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6219,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6220,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6221,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6222,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6223,AD,中,"运营商营销推广"
6224,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6225,AD,中,"运营商营销推广"
6226,AD,高,"贷款产品推广广告"
6227,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6228,TRANSACTION,高,"保险/金融服务通知"
6229,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6230,AD,中,"运营商营销推广"
6231,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6232,AD,高,"贷款产品推广广告"
6233,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6234,TRANSACTION,高,"快递/物流服务通知"
6235,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6236,TRANSACTION,高,"快递/物流服务通知"
6237,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6238,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6239,AD,中,"运营商营销推广"
6240,AD,中,"运营商营销推广"
6241,TRANSACTION,高,"快递/物流服务通知"
6242,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6243,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6244,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6245,AD,高,"包含多个广告特征"
6246,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6247,AD,高,"包含多个广告特征"
6248,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6249,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6250,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6251,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6252,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6253,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6254,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6255,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6256,AD,高,"包含多个广告特征"
6257,NEEDS_REVIEW,高,"天气预报服务信息"
6258,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6259,AD,高,"产品营销广告"
6260,AD,中,"医疗推广信息"
6261,AD,中,"运营商营销推广"
6262,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6263,NEEDS_REVIEW,高,"天气预报服务信息"
6264,AD,高,"贷款产品推广广告"
6265,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6266,NEEDS_REVIEW,中,"工作/业务通知，需人工判断"
6267,AD,高,"包含多个广告特征"
6268,NEEDS_REVIEW,高,"政府/公益信息"
6269,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6270,AD,中,"运营商营销推广"
6271,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6272,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6273,NEEDS_REVIEW,高,"天气预报服务信息"
6274,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6275,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6276,TRANSACTION,高,"快递/物流服务通知"
6277,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6278,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6279,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6280,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6281,AD,中,"运营商营销推广"
6282,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6283,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6284,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6285,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6286,AD,中,"医疗推广信息"
6287,TRANSACTION,高,"快递/物流服务通知"
6288,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6289,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6290,AD,中,"运营商营销推广"
6291,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6292,NEEDS_REVIEW,高,"天气预报服务信息"
6293,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6294,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6295,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6296,AD,中,"运营商营销推广"
6297,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6298,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6299,AD,高,"包含多个广告特征"
6300,TRANSACTION,高,"快递/物流服务通知"
6301,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6302,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6303,NEEDS_REVIEW,高,"政府/公益信息"
6304,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6305,NEEDS_REVIEW,高,"天气预报服务信息"
6306,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6307,TRANSACTION,高,"快递/物流服务通知"
6308,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6309,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6310,TRANSACTION,高,"保险/金融服务通知"
6311,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6312,HARASS,高,"包含催收/威胁关键词"
6313,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6314,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6315,HARASS,高,"包含催收/威胁关键词"
6316,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6317,TRANSACTION,高,"保险/金融服务通知"
6318,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6319,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6320,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6321,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6322,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6323,TRANSACTION,高,"保险/金融服务通知"
6324,AD,中,"医疗推广信息"
6325,AD,中,"运营商营销推广"
6326,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6327,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6328,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6329,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6330,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6331,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6332,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6333,NEEDS_REVIEW,高,"天气预报服务信息"
6334,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6335,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6336,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6337,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6338,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6339,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6340,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6341,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6342,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6343,TRANSACTION,高,"快递/物流服务通知"
6344,NEEDS_REVIEW,高,"天气预报服务信息"
6345,NEEDS_REVIEW,高,"天气预报服务信息"
6346,AD,高,"包含多个广告特征"
6347,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6348,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6349,AD,中,"服务评价邀请，含营销激励（抽奖/礼品）"
6350,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6351,TRANSACTION,高,"快递/物流服务通知"
6352,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6353,AD,中,"运营商营销推广"
6354,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6355,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6356,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6357,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6358,NEEDS_REVIEW,高,"天气预报服务信息"
6359,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6360,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6361,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6362,TRANSACTION,高,"快递/物流服务通知"
6363,TRANSACTION,高,"快递/物流服务通知"
6364,AD,高,"包含多个广告特征"
6365,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6366,AD,中,"运营商营销推广"
6367,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6368,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6369,AD,中,"医疗推广信息"
6370,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6371,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6372,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6373,TRANSACTION,高,"快递/物流服务通知"
6374,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6375,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6376,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6377,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6378,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6379,NEEDS_REVIEW,高,"天气预报服务信息"
6380,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6381,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6382,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6383,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6384,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6385,AD,中,"医疗推广信息"
6386,HARASS,高,"包含催收/威胁关键词"
6387,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6388,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6389,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6390,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6391,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6392,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6393,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6394,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6395,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6396,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6397,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6398,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6399,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6400,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6401,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6402,NEEDS_REVIEW,高,"天气预报服务信息"
6403,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6404,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6405,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6406,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6407,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6408,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6409,NEEDS_REVIEW,中,"工作/业务通知，需人工判断"
6410,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6411,AD,中,"医疗推广信息"
6412,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6413,TRANSACTION,高,"快递/物流服务通知"
6414,TRANSACTION,高,"快递/物流服务通知"
6415,NEEDS_REVIEW,高,"天气预报服务信息"
6416,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6417,AD,中,"运营商营销推广"
6418,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6419,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6420,HARASS,高,"包含催收/威胁关键词"
6421,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6422,NEEDS_REVIEW,高,"天气预报服务信息"
6423,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6424,AD,中,"医疗推广信息"
6425,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6426,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6427,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6428,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6429,NEEDS_REVIEW,高,"政府/公益信息"
6430,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6431,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6432,TRANSACTION,高,"快递/物流服务通知"
6433,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6434,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6435,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6436,AD,高,"包含多个广告特征"
6437,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6438,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6439,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6440,AD,中,"运营商营销推广"
6441,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6442,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6443,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6444,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6445,NEEDS_REVIEW,中,"服务评价邀请，边界模糊"
6446,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6447,AD,高,"包含多个广告特征"
6448,AD,中,"运营商营销推广"
6449,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6450,TRANSACTION,高,"快递/物流服务通知"
6451,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6452,AD,中,"医疗推广信息"
6453,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6454,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6455,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6456,NEEDS_REVIEW,高,"天气预报服务信息"
6457,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6458,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6459,TRANSACTION,高,"快递/物流服务通知"
6460,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6461,NEEDS_REVIEW,高,"天气预报服务信息"
6462,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6463,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6464,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6465,AD,高,"产品营销广告"
6466,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6467,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6468,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6469,AD,中,"运营商营销推广"
6470,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6471,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6472,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6473,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6474,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6475,TRANSACTION,高,"快递/物流服务通知"
6476,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6477,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6478,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6479,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6480,AD,高,"包含多个广告特征"
6481,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6482,NEEDS_REVIEW,高,"政府/公益信息"
6483,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6484,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6485,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6486,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6487,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6488,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6489,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6490,AD,高,"包含多个广告特征"
6491,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6492,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6493,AD,中,"医疗推广信息"
6494,AD,高,"产品营销广告"
6495,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6496,AD,高,"包含多个广告特征"
6497,TRANSACTION,高,"快递/物流服务通知"
6498,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6499,AD,中,"医疗推广信息"
6500,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6501,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6502,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6503,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6504,AD,高,"产品营销广告"
6505,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6506,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6507,AD,中,"医疗推广信息"
6508,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6509,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6510,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6511,HARASS,高,"包含催收/威胁关键词"
6512,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6513,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6514,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6515,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6516,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6517,AD,高,"包含多个广告特征"
6518,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6519,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6520,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6521,AD,高,"包含多个广告特征"
6522,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6523,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6524,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6525,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6526,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6527,AD,中,"运营商营销推广"
6528,TRANSACTION,高,"快递/物流服务通知"
6529,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6530,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6531,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6532,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6533,TRANSACTION,中,"车辆服务通知"
6534,NEEDS_REVIEW,高,"天气预报服务信息"
6535,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6536,TRANSACTION,高,"快递/物流服务通知"
6537,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6538,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6539,NEEDS_REVIEW,高,"天气预报服务信息"
6540,AD,中,"运营商营销推广"
6541,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6542,HARASS,高,"包含催收/威胁关键词"
6543,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6544,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6545,TRANSACTION,高,"保险/金融服务通知"
6546,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6547,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6548,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6549,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6550,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6551,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6552,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6553,TRANSACTION,高,"保险/金融服务通知"
6554,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6555,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6556,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6557,AD,中,"教育培训推广"
6558,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6559,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6560,TRANSACTION,高,"运营商服务通知（流量/余额/账单/来电提醒）"
6561,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6562,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6563,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6564,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6565,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6566,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6567,TRANSACTION,高,"保险/金融服务通知"
6568,NEEDS_REVIEW,高,"政府/公益/公共服务信息，无商业推广"
6569,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6570,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6571,TRANSACTION,高,"快递/物流服务通知"
6572,TRANSACTION,高,"快递/物流服务通知"
6573,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6574,TRANSACTION,高,"包含明确的交易信息（金额/账单/到账/验证码）"
6575,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
6576,TRANSACTION,中,"疑似交易/服务通知，需人工确认"
6577,NEEDS_REVIEW,中,"工作/业务通知，需人工判断"
6578,NEEDS_REVIEW,低,"无法明确归类，需人工判断"
