id,text,language,source,binary_label,suggested_label,suggest_reason,label,annotator,template_group,notes
zh_pilot_0396,想在短时间内学好外语吗？请个外/教吧！一对一授课，月均仅需千余元，一步到位学好外语！学不会不收费！详询86086567【哈迪森】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,fb57755de441,
zh_pilot_0397,您好！截至到2014年09月28日04时05分，您已使用数据流量340.61MB，其中套餐外流量8.88MB，已产生套餐外流量费用4.54元，套餐内剩余流量38.27MB，感谢您使用流量查询服务。中国移动,zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,094ecfe0976c,
zh_pilot_0398,[手机电话]: +8615011194254,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,60d7c74ba36f,
zh_pilot_0399,有快递，在楼下一层，申通，十点前都在，,zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,dc646310979b,
zh_pilot_0400,"我公司贷款500万起，可先放款，并诚招地区代办。缺钱找中金,满足多种用途，轻松解燃眉之急。联系电话:400-657-2220.",zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,60297b02cee5,
zh_pilot_0401,查询余额服务：您的账户余额为13.01元，移动官网充值（ www.10086.cn）优惠便捷。感谢您的使用，中国移动。,zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,688dd3525f79,
zh_pilot_0402,世界五百强欧尚超市进驻【汇仁阳光花园】！户户大赠送，地铁学区房2千抵2万认筹倒计时！本周末精彩活动有豪礼85709999【汇仁地产】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,037e52f3c7b9,
zh_pilot_0403,顶级信誉葡京国际娱乐城网址：12551255.com首存赠送30线上游戏有足彩、六合采、时时彩、百家乐、股票等，欢迎阁下光临！,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,edff312cd3ff,
zh_pilot_0404,11号地铁口，纯正台湾风情，是昆山台商的精神归属。精致70平温存设计，48万亲民价。绿地遍野，鸟语花香。王鑫13501806765【宝原】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,96f7b7037852,
zh_pilot_0405,贷款额度紧，申请要趁早！平安易贷险助您从银行获取无抵押贷款，月入3000即可，最快1天放款，详询10100000或回复Y【中国平安】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,03ee69bf70ff,
zh_pilot_0406,新空港绝版低密度大盘，首付19万起，享剑桥学院生活，85-115平瞰景洋房，买三居得四居！拥英式皇家园林，新城核心配套4000119225,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,b22d6100638a,
zh_pilot_0407,【360】故障机房:   现象: 联通到电信故障情况  详情: 北京联通集团回复，联通骨干网到电信骨干网流量异常，原因还在排查中，ops还在跟进。,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,e19f554242dc,
zh_pilot_0408,"深益田：代表沪深300指数样本股中规模最大的100只股票，覆盖大部分行业龙头，中证100指数,与蓝筹共起舞。关注大成中证100ETF，基金代码159923风格鲜明的大盘蓝筹ETF，目前仍处于折价。详询82766302，仅供参考。－招商深益田【招商证券】",zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,907e01a5bd87,
zh_pilot_0409,【功夫熊】今天只要给你心仪的人在功夫熊预约推拿，写下你爱的宣言，我们就“免费”上门。为你的爱而宣言。 t.cn/R7BIvnJ,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,28c0931a0bd9,
zh_pilot_0410,你好！我公司代理商业，建材，广告，服务业等发票。用后付款。需要联系：135 1053 1898林经理  如有打扰，敬请谅解,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,dcebbfc81bdd,
zh_pilot_0411,甜，520正在爱欧莱雅300减100再送300，再送您欧莱雅300减50券87664579密码9df1dcf088洗护除外仅今日用【乐蜂网】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,83670215eab3,
zh_pilot_0412,查询余额服务：您的账户余额为47.71元，移动官网充值（ www.10086.cn）优惠便捷。感谢您的使用，中国移动。,zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,688dd3525f79,
zh_pilot_0413,您好！我公司有河南省税票可以代开；有普通票和增值票；合作热线：13926565260。联系人：陈毅。,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,dc7bc04234d7,
zh_pilot_0414,【猎聘网】猎聘秘书台:您17:06未接到猎头张云娟(ID号:LT2072119)的来电02862858173，您可回电或登录网站联系。,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,c7429791f0b1,
zh_pilot_0415,青春是什么？是永远梦想的家。。。和泓四季恋城圆您青春梦想！60-84平青春型、灵动性、田园范小家，首付18万起，样板间已开放24286666,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,8470fa802bd2,
zh_pilot_0416,"""截止当前，您的WCDMA(3G)-66元套餐套餐包外资费A的3G语音50分钟,已使用1分钟,剩余49分钟;3G套餐内流量307200KB,已使用104524KB,剩余202676KB;国内短信240条,已使用0条,剩余240条;可视电话10分钟,已使用0分钟,剩余10分钟;M值6M,已使用0M,剩余6M;T值10T,已使用0T,剩余10T;通信费用请以帐详单为准。",zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,e4f095657f29,
zh_pilot_0417,钻石优惠券限时送，最后两天，点击即领。http://jiayuan.cn/brH1N6 .【世纪佳缘】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,573b7e7d82e5,
zh_pilot_0418,"天猫娱乐城 www.9tm9tm.com 亚洲最大线上娱乐波音平台,服务好提款快,真人百家乐,六合彩,时时彩,体育赛事投注,开户即送28元",zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,a6385fca9577,
zh_pilot_0419,"【买4G就上10010.com】""",zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,913ca5e3a07d,
zh_pilot_0420,移动微博调查:你最喜欢哪个话题？A黄金价格走势，B戛纳电影节，C毕业季，回复参与抽奖，礼品详情http://139url.cn/9jef6g,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,c2b1778d8ecc,
zh_pilot_0421,"花滩国际新城：引进全人教育体系，全国知名幼、小、中学即将入驻！御榕庄5公里江岸线纯别墅，双车位+超大面积赠送,VIP卡办理中42888888",zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,f6908abb70c8,
zh_pilot_0422,「江音·国际」代开正规税票，建材/设备/园林/广告/设计/住宿/办公等發票。13512331235陈然『专业·速办』,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,aa1d67ada9c7,
zh_pilot_0423,您好！本公司可以代开发票。有需要请联系！ 罗经理 13544500866,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,14562a8e0070,
zh_pilot_0424,"你好，中信集团长期在本地发放小额贷款，免抵押，免担保，年息15， 当天办理可放款。联；15267798515,刘经理。",zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,b474a484aa1a,
zh_pilot_0425,炎炎夏日，玩什么最High? 《火拼斗地主》引爆新一轮斗地主狂潮！画面精美，奖励不断，带给您不一样的极致体验，快点来，进入火拼时代！下载地址：  http://ah-3g.cn/cp.jsp?id=6799,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,86fd3ad2c78c,
zh_pilot_0426,建鑫●金海岸C区：离一中更近一步！22#26#95㎡，看江大三房，24日早9点，全城狂欢大抽奖，人人有机会6315999【建鑫地产】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,ce0c2905bf17,
zh_pilot_0427,你好，我公司有发票代开，需要请联系；13818339678李小姐,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,8e3d28e56135,
zh_pilot_0428,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgx/DKzwG,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,ca88947f04e5,
zh_pilot_0429,巴塞罗那喜封金顶，感恩回馈。5月21-31日到场即有机会参加幸运转盘抽奖，购房更有惊喜豪礼，惊爆特价5672元/㎡起3316888【新顺德】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,fee770f65332,
zh_pilot_0430,原装进口荷兰乳牛婴幼儿奶粉，官方直购，资质完整，保障齐全，营养好易吸收，线上热销，众多妈妈好评！高利润高返利，无风险不压库，区域专卖授权！全方位育儿、营养知识服务及售后，送货到家，可货到付款，一乡镇一街道限一家，联系电话010-58016168[全球食品]【梦网科技】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,752ff71dbe81,
zh_pilot_0431,新华快讯：外交部今宣布，习近平将出访特立尼达和多巴哥、哥斯达黎加、墨西哥三国，并于6月7日至8日在美国会晤奥巴马。 www.xhqm.cn,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,5932d0dee483,
zh_pilot_0432,"澳门网上娱乐有活动啦！真人百家乐,足球投注,时时彩,香港彩48倍,新开户即送体验金58元,首存送30彩金.网址 www.8343.com",zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,138a6b62bd79,
zh_pilot_0433,"兴业理财产品:(38天，4.35),(59天,4.45),(90天,4.65),(181天,4.75).5万起，（59天，4.85，500万起）月末发行(一年期,6.3,100万起),欢迎认购! 详询：57762733，13587735886【兴业银行】",zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,6cc7f684d374,
zh_pilot_0434,自考大专、本科保证毕业名额，大专一年内、本科两年内毕业，国家教育网永久查询，协议入学，不过全额退费。详询招办：4008909797,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,612a8812899c,
zh_pilot_0435,您好！截至到2014年09月04日10时22分，您已使用数据流量52.22MB，其中套餐外流量52.22MB，已产生套餐外流量费用0.0元，套餐内剩余流量20.0MB，感谢您使用流量查询服务。中国移动,zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,094ecfe0976c,
zh_pilot_0436,您好！本公司可代开增值票和本地商业.建材.咨询服务.工程等（税票） 13813826575陈鹏。打扰请谅解,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,9abc698945a3,
zh_pilot_0437,中阳金伯利钻石品牌黄金，品质好，含量高，款式新！每克332元！限五天！美钻家园:中阳县金伯利钻石店凤城街6号美钻热线5028868【中阳】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,0995015018fe,
zh_pilot_0438,现金不闲置，行情不错过，银华日利将成为您的保证金加油站！银华交易型货币基金（简称：银华日利，认购代码511883）3月18日起在各大券商有售，募集时间有限，请及时安排您的投资，客服热线400-6783333，投资须谨慎。【银华基金】,zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,46c08842b311,
zh_pilot_0439,"您尾号4842的信用卡03日18:55消费人民币1,299.00元。送你99积分，马上领 t.cn/8s52qAr 。[招商银行]",zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,b0e177530aa0,
zh_pilot_0440,急需调头资金、垫资等？上海抵押（接受二抵）、无抵押贷款，轻松帮您解决资金难题。15221337106杨经理，祝您一切顺利【谐智】,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,b066273f23f0,
zh_pilot_0441,六.一曲江演出携手莱安集团邀您共享亲子时光：中国杂技团＂金小丑＂奖杂技剧《金小丑的梦》6月1日2日曲江国际会议中心，抢票热线81545309,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,9bd3300b8c0c,
zh_pilot_0442,5月，去武汉北看铺，来访即有机会抽奖中铺子！首付10万买铺，年收租2万，5年回本！免费热线400-027-5886【融园.中国家具第一城】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,a0099d5645fa,
zh_pilot_0443,财富早间版：美国债限谈判现曙光道指大涨逾2%；央行副行长易纲称地方债影子银行问题可控。目前A股板块与个股活跃度不减说明市场赚钱效应较为突出，即使有回调也属正常整理范围。可逢低吸纳金融、电子科技、医药、三季报预增预喜等优质品种。投资建议仅供参考。【招商证券】,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,7c0ff639fdd6,
zh_pilot_0444,"你的快递到了,一层收发室大厅,中通",zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,a2a4f6ada470,
zh_pilot_0445,乐享无线城市，五月好运好礼领航！新用户成功注册就抽奖，老朋友幸运号码赢好运。辽宁无线城市诚邀新友、旧交一起来把精彩好礼抱回家！详情点击：http://shenyang.wap.wxcs.cn,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,513ee26f0c81,
zh_pilot_0446,【阿里旅行·去啊】01-09 21:25首都国际机场T2飞-22:50大连机场--降南方航空CZ6138， 订单39198891398已出票，陈广大(票号：784-2153547127)。请提前2小时到达机场办理登机。卖家服务电话：4006695539，阿里旅行·去啊热线：400-1688-688。【重要提醒】为了您的资金安全，如您收到任何退改签、航班变动短信或电话，请联系淘宝卖家核实。,zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,4ca24cbf0b67,
zh_pilot_0447,5月底前购雷克萨斯车，仅需首付50，即可享零利率、半年供的空前奖励，以及长达18个月的还款期限。详情：64776200【上海美跃雷克萨斯】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,d395b4dc2c0f,
zh_pilot_0448,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mh9/Tp2l0,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,acba29da0882,
zh_pilot_0449,你好！我公司代理商业，建材，广告，服务业等发票。验后付款。需要联系：135 1053 1898林经理  如有打扰，敬请谅解,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,ca9e8a549721,
zh_pilot_0450,本公司可代开全国：商品，广告，服务，住宿，餐饮，增值等等正规發票。注：也代收增值。咨询电话：18201881521刘经理如有打扰请谅解！,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,4e9f290ed544,
zh_pilot_0451,【歌华有线】歌华宽带8档产品32种套餐乍鲜上市！8M-22M互联网电视套餐宽带最低15元/月，详询www.gehua.net。回复QX退订,zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,0407f001b4de,
zh_pilot_0452,移动微博调查:你最喜欢哪个话题？A黄金价格走势，B戛纳电影节，C毕业季，回复参与抽奖，礼品详情http://139url.cn/9jef6g,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,c2b1778d8ecc,
zh_pilot_0453,嗨~亲！欢迎您首次访问联通WO+分享平台，点击连接即可成为会员享受联通最新优惠，每天参加幸运大抽奖，奖品多多iphone4s送不停喔。 http://t.17wo.cn/Sjok71,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,c33fb2b882b6,
zh_pilot_0454,太平广场（太平禅寺）有经营用房招租，可经营超市、茶楼、素餐馆等。电话13861361278 详情登陆 www.yzszyl.com【园林处】,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,779f103fd313,
zh_pilot_0455,艺龙确认:陈广大1月12日20:50南方航空CZ6127大连周水子-22:20北京首都机场2号航站楼260元 拒收所有短信直接回复TD,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,88dd2afe0e0e,
zh_pilot_0456,"信用卡1984于12月8日12:30消费人民币213.80元,详询信用卡网站在线账户服务或洽4008208788【浦发银行】",zh,gitcode_zh_sms_8a104,0,TRANSACTION,hard-txn-signal-over-promo-footer,,,bcf406d15a39,
zh_pilot_0457,尊敬的客户：您于2014年03月25日成功充话费20元【中国移动和包】,zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,0ee71ab22f1c,
zh_pilot_0458,您好，CBA“天猫T恤节”活动进行中！40款新品5折起，折后2件7折，3件6折，5件5折，数量有限cbagh.tmall.com/【CBA】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,294ef9f4d734,
zh_pilot_0459,招商银行大众版网上支付验证码：981577。支付金额29.80元。请勿将验证码告知他人并确认支付网址为合法的招商银行网址！[招商银行],zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,f608c613a7cd,
zh_pilot_0460,澳洲房产第一展！永久产权￥30万起，贷款低息仅2！本周六广州丽思卡尔顿酒店2楼，澳籍专家全解澳房发展，详询邦拓国际：400-6381168,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,12043b979ec8,
zh_pilot_0461,尊敬的会员，您好！“凤凰知音”将于北京时间2013年10月18日18时至2013年10月21日23时进行系统升级，在此期间，将暂停办理各项会员业务操作。建议您提早办理相关信息修改、里程补录和兑换等业务；由此给您带来的不便，敬请谅解。【中国国航】,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,848f4055de0a,
zh_pilot_0462,您好！本税务司可长期优惠代开国地税（发一票），有需要请来电：13739264153李经理，如有打扰请多多包涵！,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,830b00167555,
zh_pilot_0463,澳洲房产第一展！永久产权￥30万起，贷款低息仅2！本周六广州丽思卡尔顿酒店2楼，澳籍专家全解澳房发展，详询邦拓国际：400-6381168,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,12043b979ec8,
zh_pilot_0464,"公司今天带学员买入300223北京君正,明天冲高出货,请重点关注!如需操作请来电咨询:020-29182180杨成老师(容维创富)",zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,232b25ec8ece,
zh_pilot_0465,现在买11选5中奖额外送彩金，单注最高奖金580元，别错过！ http://518.qq.com/p?105,zh,gitcode_zh_sms_8a104,1,FRAUD,fraud-intent-keywords,,,866eb37c7448,
zh_pilot_0466,有房产/轿车急用钱？短期借款当日放，银行贷款5日批贷/有房款可按7成至满成二次贷款。热线010-51291888,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,8a514c5e23c3,
zh_pilot_0467,点击链接 to.taobao.com/mYTD9iy  ，马上提前下单，手机购阿芙新品，还送iPhone5！【聚划算】,zh,gitcode_zh_sms_8a104,1,FRAUD,fraud-intent-keywords,,,12efc830dc4e,
zh_pilot_0468,你好！本公司可代开各种税票（用票后付款）需要请联系：13967898093刘先生,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,761b02537193,
zh_pilot_0469,中国移动客户，您好！中洲贵金属联合中国移动开展商家联盟活动。【回复短信：1】 即获赠价值188元高尔夫球练习券一张及有机会获赠价值398元银币一枚。咨询电话：8252333[柳州中洲贵金属],zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,e0f1a8a79b14,
zh_pilot_0470,全新开通各家银行联保信用贷款，不限行业，额度充足，年息8.4，最快7天放款，单户最高500万，董经理：13331110516,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,b9c53efeccc3,
zh_pilot_0471,今15元建【300223】明主力进入必涨5！我司做庄控股，今买明卖，稳定收益！切勿错失赚钱最佳良机，内线电4006330658【广福基金】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,160d394b97db,
zh_pilot_0472,您参与的‘动感秋季迎新-承诺消费优惠’活动，本月返还话费20元，已注入副账户。祝您消费愉快。,zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,f6500d00af27,
zh_pilot_0473,这可能是你最有面子的一套房！地铁5号线上，140米超甲级写字楼，世界500强帮你运营，首付40万，限量发售：67180999【绿地】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,ba8a87f2e606,
zh_pilot_0474,你好，建行推出个人与企业信誉贷5-200万，无需担~保，放款前无费用，需求者请联系：15150113873李经理,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,535d1b667f24,
zh_pilot_0475,你好！本单位长期有各种行业【正规税票】可对外代开，若需要请来电：13983731878刘东升。谢谢！,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,bbb7b63c568c,
zh_pilot_0476,温馨提示，截止10月26日24时，您当月套餐内流量已使用180.33MB，剩余流量119.67MB。登录 wap.10010.com 直充话费，方便又打折!,zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,89479835eb07,
zh_pilot_0477,小升初分班考试在即，名师精讲各校分班考试重点、难点、押题率80，奥数奥英速提分数，进重点班让孩子初中学习更轻松。询80967977【时代】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,a85b82a95065,
zh_pilot_0478,三星I9082五寸屏大有可观，双卡双待左右逢源，5月底前办理，更有两年免费打，更多惊喜登 http://xa10010.tmall.com,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,6249924089e4,
zh_pilot_0479,尊敬的滴滴用户，您还有即将过期的专车代金券么？一定记得使用哦！祝生活愉快！（退订回复TD）,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,a750ecdf9edc,
zh_pilot_0480,你好！诚信公司有咨询，广告，运输，建材，商品以及各种材料等公司发票优惠提供！（高价回收增值税）详询张先生：13380306623,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,47fc1900db44,
zh_pilot_0481,"【申通快递】您的订单:20140904150454358,预约取件时间为:09月04日15时00分至19时00分,目前已分配至北京第三分公司,取件员沈晓磊(13370109712)。请保持手机畅通，取件员将尽快上门揽件，感谢您的支持。",zh,gitcode_zh_sms_8a104,0,TRANSACTION,account/order/auth/logistics-result,,,e0732c85c65f,
zh_pilot_0482,"亲：如有资金需求，请联系崔经理13472743947.现推出个人和企业大额无抵/押贷/款，房屋抵/押、二次抵/押,可贷8-12成，银行放款！",zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,31289dd6d1c4,
zh_pilot_0483,点击链接即可免费下载http://estoresrvice.189store.com//share/143538,zh,gitcode_zh_sms_8a104,1,FRAUD,fraud-intent-keywords,,,e2ed9c63a019,
zh_pilot_0484,有本地增值票、普通票、国税票、地税票、建材票对外代开，如有需要请联系13826567989杨会计，敬请保留，验证后付款！,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,eeef5097e1e0,
zh_pilot_0485,东易日盛装饰集团强势进驻上海，定于5月26日13：00东方路969号中油阳光大酒店31楼宴会厅面向全市征集50套样板房活动，每套最高优惠12万！名额有限，先到先得，机会难逢，绝无仅有！详情登入官网http://sh.dyrs.com.cn/,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,5ebbfaa84b6c,
zh_pilot_0486,??假日出行好保障，VIP用户特享〖免费〗意外保险限量体验.??5万意外伤残保险??每日限量1000份??每人仅限申请1份?免费申请链接 http://189.io/KZwRnn??关爱自己，关爱家人??,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,f28d74caba1b,
zh_pilot_0487,欢迎使用彩铃业务！密码648225。拨打12530300，或回复歌曲或歌手名，即可轻松选择好听音乐。更多精彩尽在cr.135-139.com,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,cfd7f204725c,
zh_pilot_0488,你好，我公司有发票代开，需要请联系；13818339678李小姐,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,8e3d28e56135,
zh_pilot_0489,开盘热销人气爆棚！现紧急加推！地铁旁88平三居，近100得房率，实验二小招生在即，抢到即赚到!到访有礼! 5722300,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,18b7b584ff79,
zh_pilot_0490,"尊敬的客户，您好！大屏高端商务明星机三星S4上市了：5英寸1080P屏、四核1.9GHz、1300万+200万双摄像头，零售价5199元全球热销中、货源紧俏。如您有购买意向，请联系您的中国移动集团客户经理可享受超低4999的优惠价购买哦！数量有限，先定先得哦！客户经理：陈太娟,联系电话：13862587505！",zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,e4ed930c2dd2,
zh_pilot_0491,成南【双铁站铺王】总价15万起！5年稳收近10万！全.满.租，买就收！全临街，金口岸！全产权，高增值！抢占热线：4000877888【成投】,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,4a1333582236,
zh_pilot_0492,行情来了，操盘手最新高端实盘指导，加Q群：322302896，盘前提示潜力股，盘中实盘指导；把握实时热点，学炒股方法，免费体验【益盟操盘手】,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,13ba29124026,
zh_pilot_0493,端午度假好去处，来世界花卉大观园，看天下奇花异草，放飞心情！点击 http://t.cn/Rvw818Z 订票。回复TD退订【同程旅游】,zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,27680db379ed,
zh_pilot_0494,"国服信奥迪“清凉一夏”促销季，A4L最高降5.6万，A6L最高降8万，A8L最高降21万。石景山店68867373,苏州桥店62567373",zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,3160046d84c6,
zh_pilot_0495,广州中信广场附近有深圳发展、中信银行、中国银行，附近体育西路的TOP吧，非常不错还带有自助餐。2元/条，客服电话：020-28913429,zh,gitcode_zh_sms_8a104,1,NEEDS_REVIEW,spam-unclear,,,0c2d45309ed0,
zh_pilot_0496,"你好，中信集团长期在本地发放小额贷款，免抵押，免担保，年息15， 当天办理可放款。联；13857744114,刘经理。",zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,b474a484aa1a,
zh_pilot_0497,六.一曲江演出携手莱安集团邀您共享亲子时光：中国杂技团＂金小丑＂奖杂技剧《金小丑的梦》6月1日2日曲江国际会议中心，抢票热线81545309,zh,gitcode_zh_sms_8a104,1,AD,merchant-promo,,,9bd3300b8c0c,
zh_pilot_0498,移动微博调查:你最喜欢哪个话题？A黄金价格走势，B戛纳电影节，C毕业季，回复参与抽奖，礼品详情http://139url.cn/9jef6g,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,c2b1778d8ecc,
zh_pilot_0499,【阿里旅行·去啊】机票订单34462093398申请单号为10659998的退票申请已经成功退款，退款金额为280.0元， 请查询您的支付宝帐户。 卖家服务电话： 4006695539，阿里旅行·去啊热线：400-1688-688,zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,b665c45e70f5,
zh_pilot_0500,【KK健康】养生警惕：西红柿豆芽 11种很危险的家常食物（图）       http://ah.kk3g.net/i/1/7ENOzegu,zh,gitcode_zh_sms_8a104,1,AD,spam-link-promo-candidate,,,7d12a6cf010e,
zh_pilot_0501,顶级信誉葡京国际娱乐城网址：12551255.com首存赠送30线上游戏有足彩、六合采、时时彩、百家乐、股票等，欢迎阁下光临！,zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,edff312cd3ff,
zh_pilot_0502,"http://item.taobao.com/item.htm?id=42472279994""",zh,gitcode_zh_sms_8a104,0,NEEDS_REVIEW,normal-unclear,,,8a9330f0f9d2,
zh_pilot_0503,"你好，中信集团长期在本地发放小额贷款，免抵押，免担保，年息15 ，当天办理可放款。联；13544453008,刘经理。.",zh,gitcode_zh_sms_8a104,1,HARASS,collection/gray/adult/gambling,,,b474a484aa1a,
zh_pilot_0504,【招行惠报】10月底前每周三到北京热辣壹号刷招行信用卡享肥牛一号、草原羔羊肉5折优惠！询掌上生活 t.cn/8kxISvS 。[招商银行],zh,gitcode_zh_sms_8a104,0,AD,merchant-promo,,,e2d1c354e864,
