id,text,language,source,binary_label,suggest_reason,label,annotator,template_group,notes
zh_04563,探秘中国唯一核武器生产单位[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mfr/G1ZJa,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,f2f5d251f5a9,核武器新闻+冲浪推送
zh_04564,有你的快递我在360收发室时间有限我在这里呆15分钟来找中通,zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,9f1e93c423be,中通快递取件通知
zh_04565,炎炎夏日，玩什么最High? 《火拼斗地主》引爆新一轮斗地主狂潮！画面精美，奖励不断，带给您不一样的极致体验，快点来，进入火拼时代！下载地址：  http://ah-3g.cn/cp.jsp?id=6799,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,HARASS,,86fd3ad2c78c,火拼斗地主+奖励不断+诱导下载
zh_04566,想永保年轻漂亮吗？本院运用高科技不开刀，不手术，一次祛除斑，痘，皱纹，眼袋，提升下垂脸，新增女性私密养护。咨询电话65159386,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,c0a0b689fd0b,整形+84477501
zh_04567,【雅座公司】尊敬的新辣道会员，10月15日前凭此短信到西直门餐厅消费可抵50元（每桌限一张），转发成为会员有效，优惠不同享回复TD退订,zh,gitcode_zh_sms_8a104,0,merchant-promo,AD,,9fd13908ba95,新辣道餐饮优惠券
zh_04568,今带学员建【300223北京君正】明拉 升绝对精彩必涨5以上！现广泛招收散户与庄共舞！报名预约明牛股电020-29126488【锦鸿理财】,zh,gitcode_zh_sms_8a104,1,merchant-promo,HARASS,,68f901820536,锦鸿理财+带学员建300223+020-29126488
zh_04569,感觉生活空虚寂寞吗？让沃看湖北手机电视给你添加不一样的生活色彩吧！超火剧集，精彩大片随你挑！免费下载客户端，直至6月还全免流量费哦！       http://hao.hb165.com/i/1/eM2HdNbm,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,586ad167f28a,联通手机电视推广
zh_04570,一年期，固定利 率12！国家重点建设理财产品现(本金五年翻翻）!收益可分月和季度领取。咨询电话：010-57031323[理财],zh,gitcode_zh_sms_8a104,1,spam-unclear,FRAUD,,84120ac33972,假理财虚假高息诱骗投资
zh_04571,江苏无锡嫌犯用老鼠肉冒充羊肉销往苏沪多地。详情点击：http://news.qq.com/a/20130503/000106.htm,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,1695812d0aec,新闻标题党奇闻推送
zh_04572,"您尾号7544卡25日11:54网上银行支出(消费)6,380元。【工商银行】",zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,5586ca1e1bdc,工商银行消费通知
zh_04573,【浦发信用卡中心】免费赠送积分啦！只需您在收到短信的48小时内关注“浦发银行信用卡中心”微信并成功绑定您的信用卡即可获赠10000积分！绑定后还可享受安全无忧，轻松便捷的掌上服务，更多惊喜等您来发现！详情见官方微信“金绑提名”活动。此短信转发无效。回TD退订,zh,gitcode_zh_sms_8a104,0,normal-unclear,AD,,938507ab619f,浦发信用卡积分绑卡
zh_04574,移动微博调查:你最喜欢哪个话题？A黄金价格走势，B戛纳电影节，C毕业季，回复参与抽奖，礼品详情http://139url.cn/9jef6g,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,HARASS,,c2b1778d8ecc,移动微博+抽奖+139url.cn
zh_04575,点击链接即可免费下载http://estoresrvice.189store.com//share/143538,zh,gitcode_zh_sms_8a104,1,fraud-intent-keywords,NEEDS_REVIEW,,e2ed9c63a019,下载链接无上下文
zh_04576,食行提示：您订购的生鲜食材已保存在中央景城 5号保鲜柜的第1号箱子中，生鲜最佳保鲜时长为4小时，请在优质保鲜时限内取货。若有疑问请拨40080-34580。,zh,gitcode_zh_sms_8a104,1,spam-unclear,TRANSACTION,,2c889c2e6cdf,生鲜食材配送完成通知
zh_04577,杭州移动特惠感恩：恭喜你获得5个Q币，价值5元！点击领取 http://wap.zjicity.com/wxcs/LYCH8h,zh,gitcode_zh_sms_8a104,1,merchant-promo,FRAUD,,71aafecb160f,移动特惠+5个Q币+诱导链接
zh_04578,您已为财付通帐号184684198的招商银行卡（尾号4842）开通了小额支付免短信验证功能，如非本人操作请致电财付通客服0755-86013860【财付通】,zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,459c6a473d13,财付通小额支付开通通知
zh_04579,【房地产标杆讲坛预告】(1).6月29-30日成都《万科品类规划管理与价值应用暨产品线系统性建设》(2).6月28-30日广州《打造狼性高效招商团队与谈判技巧实战（2天课程+1天考察）》(3).6月29-30日武汉《龙湖地产工程管理全程精细化及经验借鉴》(4).6月22-23日北京《万科地产全成本管理精细化实战》详情请致电：4000890699【凯德智汇】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,b7d01025ea3f,房地产标杆讲坛预告
zh_04580,财富收盘版：今日市场呈现局部性行情，国企改革、城镇化、京津冀等板块表现较好；整体成交量不足情况下仅有结构性机会。投资建议仅供参考【招商证券】,zh,gitcode_zh_sms_8a104,0,normal-unclear,AD,,426c4fe03d5f,券商收盘版股评
zh_04581,"""截止到2014年08月29日，您的帐户当月可用余额为0.00元。",zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,48fdf49f9430,话费账户余额通知
zh_04582,中国第一品牌湖北黄冈中学广州分校招生：小学1-6年级、初中、高中、国际部，寄宿或走读，素质教育，办学成绩卓越。电话：020-36979888,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,f1481c79bd2f,学校招生广告
zh_04583,名师一对一，针对期末考试进行知识系统梳理，抓重点攻考点，提高学习效率，快速提升孩子成绩！详询4000878322【乐恩特教育】,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,e86427968a5b,乐恩特教育+4000878322
zh_04584,"3bd52b2a-0e30-464d-ab99-165266b7bb99-1414596667704,点击发送直接注册",zh,gitcode_zh_sms_8a104,0,normal-unclear,FRAUD,,cb54866ae306,恶意链接诱导注册钓鱼
zh_04586,(预约成功)10月23日 13:00，SOHO现代城1号楼507，。保洁员：郭红恩，电话：13126626245 【阿姨帮】,zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,e4bf980bac4c,阿姨帮保洁预约成功通知
zh_04587,抄底三亚，首选万科！拥万科湖畔度假公园63㎡墅级两房，享三亚城央稀缺原生山湖资源！二期开盘前最后团购预约！0898-88888338【万科】,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,a3e7754a2fcb,万科三亚楼盘促销
zh_04589,"套餐余量提醒服务：截至本月05日,您定制的(1)20元终端特惠套餐包包含的数据流量剩余169.18MB;(2)40元400M数据流量套餐(4G)包含的数据流量剩余700.00MB;(3)58元300分钟语音套餐(4G)包含的语音剩余272分钟;感谢您的使用。查流量、查话费、办业务、优惠早知道！就用“北京移动”手机客户端。点击下载： http://mobilebj.cn/?c=126 中国移动。",zh,gitcode_zh_sms_8a104,0,merchant-promo,TRANSACTION,,258914b1c941,套餐余量提醒
zh_04591,番茄红酒素：软化血管、降血脂、防治前列腺增生肥大。复合配方，早晚各2粒，很管用。才39，原价98。拨4007200202订套装赠纳米吸水毛巾,zh,gitcode_zh_sms_8a104,1,spam-unclear,NEEDS_REVIEW,,9b2e2edf9bcd,其他需人工审核
zh_04592,曝王晶22岁爱女开睡衣派对，与嫩模贴面热吻！请看“最多观看”视频： http://t.cn/zH2Pgpk 全省观看免流量费。另，现在到联通营业厅下载软件可获赠500M省内流量，赶快行动吧！,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,91b9b2472d78,明星八卦视频标题党
zh_04593,“东方威尼斯，宜居新金堂”金堂精品房产亮相2013‘德阳房车家装展。更多优惠和购房直通车活动，详询：4000607337,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,1136a23ac33f,个人聊天飞信
zh_04594,"晟汇：贺昨天建仓600241时代万恒,今天现已冲高获利8％，请内部客户准备运行出仓.下午建仓专线4006689812金 老 师【晟汇投 资】",zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,c039770b4433,灰产机构诱导跟庄操盘
zh_04595,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,zh,gitcode_zh_sms_8a104,1,account/order/auth/logistics-result,FRAUD,,7df64b8e94cb,假冒移动官方+iPhone5抽奖+http://v1x.cn/V2X
zh_04596,您尾号4118的信用卡27日13:54消费人民币436.00元。送你99积分，马上领 t.cn/8s52qAr 。[招商银行],zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,8df52e1df6c5,招行信用卡消费通知
zh_04597,人贩因小孩聪明卖不出去，将其与石头装包溺死(图)，详情点击：http://m.zj.com/uni/news/?cid=27&did=925184,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,7eb0104ec7a1,新闻标题党奇闻推送
zh_04598,【139邮箱登录安全提醒】欢迎您于09-25 20:40从电脑登录139邮箱，如非您本人登录，可回复SD锁定邮箱，回复X取消提醒。,zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,c7d7e76286a8,139邮箱登录安全提醒
zh_04599,查询余额服务：您的账户余额为47.71元，移动官网充值（ www.10086.cn）优惠便捷。感谢您的使用，中国移动。,zh,gitcode_zh_sms_8a104,0,merchant-promo,TRANSACTION,,688dd3525f79,移动余额查询
zh_04601,388积分限时领，成功申请全币种信用卡即可得，点 t.cn/RvoSahR 申请，出国必备神器，免货币转换费，赠200万航意险[招商银行],zh,gitcode_zh_sms_8a104,0,normal-unclear,AD,,04be7d2a5b02,招商银行信用卡申请积分奖励
zh_04602,南湖西、名都旁，全市稀缺多层洋房凤凰新城。5月23日营销中心开放，观精彩演出节目，来访即赠千元大礼！地址：自贡山水名苑南侧，询8388888,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,75c3716ab0fd,楼盘营销中心开放
zh_04603,【携程网】【回复0000可屏蔽】确认：7/31深圳裕龙都市客栈1间豪华数码单人房(限时抢订)1天，￥169/天 无早，如不能在23:59前抵店或行程有变请联系10106666，(蛇口招商路66号（蛇口汽车站旁），与工业七路交汇处，0755-26674248)。查看订单详情请点击 http://m.ctrip.com/t/aiZu2h 。,zh,gitcode_zh_sms_8a104,0,normal-unclear,AD,,e51bb2c3d8e3,携程酒店预订确认
zh_04604,买别墅赠电梯！万科白沙润园约203—230㎡城市联排别墅热销昆明，最后十席特惠加推赠品牌别墅电梯，错过不再有详询63801888【万科】,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,1e244590fd94,万科别墅促销
zh_04605,中银：午后我司买入【300223北京君正】明天有望高开5出重点关注勿追。回668或打18603077663预约我司内线！若无回复不再公布,zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,71d6401e43f5,灰产机构诱导跟庄操盘
zh_04606,今天带学员建【300223北京君正】明天早盘拉高抛出，为了公司和客户共同盈利，明天午盘继续建仓个股.合作热线4006898973【鑫光投资】,zh,gitcode_zh_sms_8a104,1,merchant-promo,HARASS,,5f3edc0f88e8,鑫光投资+300223+4006898973
zh_04607,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,zh,gitcode_zh_sms_8a104,1,account/order/auth/logistics-result,FRAUD,,7df64b8e94cb,假冒移动官方+iPhone5抽奖+http://v1x.cn/V2X
zh_04608,【12580惠生活推荐】政和县摄影家协会主办、政和县新资讯网承办万元大奖“王雅琳口腔杯-美丽政和”随手拍季度赛开赛啦！详情请登陆：http://www.zh353600.com/,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,92a770997d6e,摄影比赛信息
zh_04609,我公司收购中高档二手车，高于市场价收购，免费上门评估（圆 通 二 手 车）询15058102330,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,7a00708647b2,二手车收购广告
zh_04610,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgK/XWyiq,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,ca88947f04e5,冲浪助手新闻推送
zh_04612,您好！您订购的套餐外包月增值业务有：中国移动业务：1、手机支付（中国移动通信有限公司提供），0.0元/月；2、满意100服务资讯(全球通)（北京移动自有增值业务平台提供），0.0元/月；3、手机彩票包月（中国移动-和包（手机支付）提供），3.0元/月；上述业务详细费用信息见账单。发送CXZD+年月（如CXZD201307）至10086即可查询账单信息。回复“业务序号”取消对应业务；如需取消多项业务，请回复各业务序号，中间用逗号分隔。2小时内回复有效，回复免费。中国移动,zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,a2415d1ab51c,移动增值业务订购通知
zh_04614,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,zh,gitcode_zh_sms_8a104,1,account/order/auth/logistics-result,FRAUD,,7df64b8e94cb,假冒移动官方+iPhone5抽奖+http://v1x.cn/V2X
zh_04615,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,zh,gitcode_zh_sms_8a104,1,account/order/auth/logistics-result,FRAUD,,7df64b8e94cb,假冒移动官方+iPhone5抽奖+http://v1x.cn/V2X
zh_04616,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2,zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,115755ed5b22,算命+桃花+开运+回复出生日期
zh_04617,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2,zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,115755ed5b22,算命+桃花+开运+回复出生日期
zh_04618,天气变化无常，墨迹天气帮你随时掌握天气变化，免费点击下载：http://202.102.221.56:15001/ma/XuUpload/242.apk,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,FRAUD,,2ef39092f452,伪装天气APP诱导下恶意APK
zh_04619,2013最给力的“发短信、夺宝箱”活动开始啦！回复1-5000000之间任一数字即可参与夺宝，笔记本电脑、数码相机、话费等大奖等您挖，每月1000份奖品等您拿，发个短信试试运气吧。回复字母JP或数字0了解奖品清单！无信息费，短信资费按标准资费收取。,zh,gitcode_zh_sms_8a104,1,account/order/auth/logistics-result,HARASS,,ead90a613b42,夺宝箱+笔记本电脑+数码相机+回复数字参与
zh_04620,您有辽阳市寄来的快件，单号024454882599预计2小时内上门派送，如是偏远地区需加工作日。有疑问请电13911781664【顺丰速运】,zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,61557e8e05c1,顺丰快件派送通知
zh_04621,即日起至6月21日，东风日产夏季服务活动期间，我们将为您的爱车提供空调免费检测等服务，到店更有多重惊喜！详询62612026【锦江】,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,0051935f9d1f,东风日产夏季服务活动
zh_04622,移动微博调查:你最喜欢哪个话题？A黄金价格走势，B戛纳电影节，C毕业季，回复参与抽奖，礼品详情http://139url.cn/9jef6g,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,HARASS,,c2b1778d8ecc,移动微博+抽奖+139url.cn
zh_04623,印象剑桥泊郡奢华别 墅恢弘面世，千万独栋、3亩产权土地，6000平鼎级会所，全城巅峰置业之选，VIP:85999999【印象剑桥】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,7c2db3daee3f,印象剑桥别墅推广
zh_04624,2013重磅资讯，95㎡绝版”三居”北京大产权，地铁畔400米，均价1.8万，仅献200席，五月震撼发售4000709858【华业东方玫瑰】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,3a59a879b6a3,楼盘销售广告
zh_04625,您好!我司于13:14为您派送快件909073260018时，多次拨打您电话无法接通，见字请致电13810745487联系处理。【顺丰速运】,zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,092448773867,顺丰派送联系通知
zh_04626,【猎聘网】猎聘秘书台:18:59与您通话的是猎头曹将(ID号:LT513460)可登录网站查询联系.请您回复短信对此次通话进行评价，1为满意，2为一般，3为不满意。,zh,gitcode_zh_sms_8a104,0,normal-unclear,NEEDS_REVIEW,,702393d1ac59,其他需人工审核
zh_04627,您尾号7544卡16日19:18网上银行支出(快捷)264元。【工商银行】,zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,9a0fcd31bc9d,银行网银支出通知
zh_04628,"三年第一次,千纸鹤男装品牌团.就在聚划算21日十点开跳!2.8折起!现金/风扇/空调大奖纷呈!等你哦!http://t.cn/zHwznl8",zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,48efaa871bf3,千纸鹤+2.8折+t.cn/zHwznl8
zh_04629,【招商银行】【招行北京快讯】12月体验购买朝朝盈，即可编辑短信@BJ1+姓名+招行借记卡后4位至95555报名抽奖，20台小米手机等您拿。登陆手机银行即可购买并享高收益，下载地址http://e95555.cn/uNmNUA详询95555[回@5TD退订短信],zh,gitcode_zh_sms_8a104,0,merchant-promo,AD,,02cae6272af0,招行朝朝盈理财推广
zh_04630,中国南方金属产业商贸物流城首期经营户认购突破80！经营户优先低价认购5月25日截止，5月26日恢复原价5555333【好铺不多稍等即失】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,939b5761161b,商贸城商铺认购
zh_04631,IMAX版《星际穿越》带你身临其境，11月底前IMAX电影立减40元，点击掌上生活 t.cn/8kxIaxe 立即下载优惠券。[招商银行],zh,gitcode_zh_sms_8a104,0,merchant-promo,AD,,0f83ba6acaff,招行IMAX电影优惠券
zh_04632,你好，建行推出个人与企业信誉贷5-200万，无需担~保，放款前无费用，需求者请联系：15150113873李经理,zh,gitcode_zh_sms_8a104,1,collection/gray/adult/gambling,HARASS,,535d1b667f24,建行信誉贷+13472662220
zh_04633,小隐于野，大隐于市，中海紫御观邸， CBD核心豪宅，私享城央万平园林，告别海雾与湿气侵扰。280平米精装四房，现房热销中68660666,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,d51b4fe6a789,中海紫御观邸楼盘广告
zh_04634,万通新新小镇21栋限量臻品首发面市，【不限购】293平中式联排别墅纯手工打造，13年成熟社区彰显品质生活4006112238【苏园眠云坊】,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,142b4b219244,万通别墅促销
zh_04635,接上:空格）期数，可选6、12、15、18、24期，询4007207888按2，或加“浦发银行信用卡中心”官方微信办理【浦发银行】,zh,gitcode_zh_sms_8a104,0,normal-unclear,TRANSACTION,,53e308bd1799,银行分期办理通知
zh_04636,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2,zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,115755ed5b22,算命+桃花+开运+回复出生日期
zh_04637,6/16日美国东西海岸夏威夷大瀑布14日，原23800元，现18800元，仅今明两天预订，询33013579或60441413【中国国旅】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,6f5b76e31bb7,中国国旅+18800+33013579
zh_04638,您好！我是您单位的客户经理邓倩，如有移动请与我联系.电话13992244512祝您工作愉快！ 榆林移动榆阳分公司 客户经理:邓倩1 电话:13992244512 来源于10088,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,6b042cec4f72,客户经理个人联系
zh_04639,招行手机银行“限时特惠”9.9元最强爆款年末再袭！转账汇款手续费全免！点击 http://m.cmbchina.com/app下载，在“下载有礼”活动中输入邀请码110989，还能赢取iPhone 5S等众多好礼！详询95555[回@5TD退订短信][招商银行],zh,gitcode_zh_sms_8a104,0,fraud-intent-keywords,AD,,bc5c7b10fc91,招行手机银行活动
zh_04640,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动,zh,gitcode_zh_sms_8a104,1,account/order/auth/logistics-result,FRAUD,,7df64b8e94cb,假冒移动官方+iPhone5抽奖+http://v1x.cn/V2X
zh_04641,"您尾号7544卡14日14:06ATM支出2,000元，手续费2元。【工商银行】",zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,d9f93d3b9b22,工商银行ATM支出通知
zh_04642,丽江酒吧摆千万“艳遇佛”引游客疯狂膜拜，网友争议炸开锅http://180.3gbc.cn/?a=139341,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,93e46ffe93f3,丽江酒吧新闻+冲浪推送
zh_04643,"今天带学员入(000060中金岭南)明日拉绝对精彩,关注勿追!合作双赢才是硬道理!预约明日午盘布入内线 0752-8467166【东金机构】",zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,5a0deef32c3f,灰产机构诱导跟庄操盘
zh_04644,首付2万玩转梅溪湖，月供750甩掉包租婆！你还租房干什么！22至30岁美女凭身份证和租房协议至【九公馆】看房百元购物卡疯狂拿88888555,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,d0a79c94a597,九公馆公寓广告
zh_04645,【墨迹天气】全新天气页面，清爽更清新，随时掌握天气情况。点击下载：http://as.baidu.com/hrgam【遂川】,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,a40af4693009,墨迹天气+下载
zh_04646,抄底价4800元城南公园社区，59-100平舒适两居，地铁二号线直达。长安二幼西纬小学重点教育，长安南路繁华生活圈，五证齐全85292901,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,0010093fda81,楼盘促销广告
zh_04648,[PUSH]山西朔州-13998168940用/戶:系统存在漏洞(3)!需立,zh,gitcode_zh_sms_8a104,1,spam-unclear,FRAUD,,3fcdf18137a0,伪装系统漏洞诱导点击恶意链接
zh_04649,端午节放假安排出炉 节前连上7天[人民]-中国移动冲浪助手:http://go.10086.cn/nd/lU1/7q2As,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,AD,,336145d94d5c,冲浪助手新闻推送
zh_04650,您尾号4118的信用卡11日20:24消费人民币360.00元。100万份好礼马上抢 t.cn/RPSlVxs 。[招商银行],zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,00d558e65437,招行信用卡消费通知
zh_04651,"你好，中信集团长期在本地发放小额贷款，免抵押，免担保，年息15， 当天办理可放款。联；15267798515,刘经理。",zh,gitcode_zh_sms_8a104,1,collection/gray/adult/gambling,HARASS,,b474a484aa1a,中信集团+小额贷款+13544453008
zh_04652,不可思议？！五分钟大市口90平46万，110平56万！更有3万入住，限量7折！远洋经典法式公馆，本周六开盘，超级特惠仅此一天88968888,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,bb8bfb3546e8,远洋楼盘促销
zh_04653,您好，您在我公司购买的KOHLER洁具将于明天送货，请您保持手机畅通，并验货签字，在送货中若有问题，请打电话：18951839902,zh,gitcode_zh_sms_8a104,1,spam-unclear,TRANSACTION,,85729e7b4f2f,商品送货上门通知
zh_04655,尊敬的业主您好！杭州良工装饰临平分公司于5月25日（周六）下午13：00-17：00在临平世纪大道128号《富邦国际酒店》5楼举办专门针对您书香名邸专场设计户型解析会及征集样板房活动。诚邀您的参加！咨询热线：18967155528[良工装饰],zh,gitcode_zh_sms_8a104,1,merchant-promo,NEEDS_REVIEW,,1ccec7b8eaab,其他需人工审核
zh_04656,【wo+精品汇】手机上网速度太慢？图片打不开？微博刷不了？广东联通新推出3G速率月租包，从现在起只需要10元，即可体验下行7.2Mb/s的上网速度，还在等什么？！赶紧试试吧！链接：http://g.iuni.com.cn/classic/r.jsp?p=13316 【广东联通】,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,0defe3a8e95d,其他需人工审核
zh_04657,"Q1 DSR梦想计划星级勋章奖励名单新鲜出炉了, 快去看榜单吧, 详情请点击链接  http://w217154.s15.myverydz.com/forum.php?mod=viewthread&tid=2584&extra= 【联合利华】",zh,gitcode_zh_sms_8a104,1,fraud-intent-keywords,AD,,50df61b9481f,论坛链接通知
zh_04658,三环内177平米.550万。两居105平270万，一居65平米210万。还有更多优质满五唯一房源，咨询电话：13522903337.,zh,gitcode_zh_sms_8a104,1,spam-unclear,NEEDS_REVIEW,,0b5b26cddc05,其他需人工审核
zh_04659,特价：现房首 付15万拎包入住，77平-144平，国企力作、精典房型。赠露台、花厅，班车到地 铁！抢到即赚4006909406,zh,gitcode_zh_sms_8a104,1,merchant-promo,AD,,5a5a38959bde,楼盘广告
zh_04660,尊敬的客户您好，您于今日19点55分在北京移动网站进行了用户话费详单查询，特此提醒。谢谢您的使用。本条短信免费。,zh,gitcode_zh_sms_8a104,0,account/order/auth/logistics-result,TRANSACTION,,2d3b74a5a04f,话费详单查询提醒
zh_04661,海通赢家系列--月月赢优先级产品（代码：851913），期限28天，约定预期年化收益率4.25；月月赢优先级产品（代码：851963），期限182天，约定预期年化收益率5.15；5月27日仅售1天！5万起售。咨询电话：0511-88915988、88915588【海通证券】,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,41e246b06611,海通证券+月月赢+4.25-5.15%+0511-88915988
zh_04662,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mhl/vA0Eh,zh,gitcode_zh_sms_8a104,1,spam-link-promo-candidate,NEEDS_REVIEW,,acba29da0882,冲浪助手新闻推送
zh_04664,沪深A股双向交易平台可买涨、买跌当天随时买进卖出，获利提速，资金杠杆100倍，入金即送8！详情登入700999.com查看,zh,gitcode_zh_sms_8a104,1,spam-unclear,FRAUD,,b6355e343022,虚假股票交易平台+100倍杠杆+入金送礼
zh_04665,50天快速移民，50万欧买房获葡萄牙绿卡，免费留学、养老、高福利！可免费考察。20万全家移民澳洲，周六官方讲座4006815006澳际,zh,gitcode_zh_sms_8a104,1,spam-unclear,AD,,68bb7a8c15cb,移民中介推销广告
zh_04666,今带学员建[000060中金岭南]我司主力明必做高出局，敬请关注!现广泛招收散户与庄共舞，参与专线：020-22929868【鸿大理财】,zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,8a44cc557be4,灰产机构诱导跟庄操盘
zh_04667,【魅族科技】亲爱的魅友，11月19日14时30分，魅族将发布刷新四项世界记录的年度旗舰手机，直播链接 www.meizu.com 回TD退订,zh,gitcode_zh_sms_8a104,0,normal-unclear,HARASS,,9be398c81f42,假贷款强行推销
zh_04668,"爱心奉献,好运相连;福彩大奖,温暖人间.回复短信KT加入福彩手机投注,即有机会赢取千万大奖!咨询86228111或10086[迅普]",zh,gitcode_zh_sms_8a104,1,spam-unclear,HARASS,,b3f2dd6bf4b1,福彩手机投注博彩推广
zh_04669,查询余额服务：您的账户余额为0.00元，移动官网充值（ www.10086.cn）优惠便捷。感谢您的使用，中国移动。,zh,gitcode_zh_sms_8a104,0,merchant-promo,TRANSACTION,,688dd3525f79,移动余额查询
